Nom du Produit,Type,Plant?,Catégorie,Climate change,Ozone depletion,"Photochemical ozone formation, HH",Respiratory inorganics,Acidification terrestrial and freshwater,Eutrophication freshwater,Eutrophication marine,Eutrophication terrestrial,categ_rec,total
"Oeuf, moyenne nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,0.8279151148823388,1.3783539596252194,1.1479822860130002,2.1087308958796314,2.2359927025146864,1.316033062577053,0.8921476788623544,2.2808705615728693,Viande,12.188026261927153
"Canard Engraissement,  conventionnel, à la ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,1.7559290617868168,2.818666287209876,1.9859910198837953,3.3133708463356046,3.5240665249443106,2.303812340198284,1.9816795465936328,3.594924542769801,Viande,21.27844016972212
"Dinde, conventionnel, départ ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,1.5299903452488497,2.2091033920650522,1.8839404744472243,2.6587594078807646,2.8195488040789485,2.140784492178484,1.3736181259150806,2.8440648999572193,Viande,17.459809941771624
"Dinde, Label Rouge, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,2.1469077940550223,3.00616802438057,2.56443685691538,4.146503229055966,4.391436619249926,2.9196187178805686,1.9451857079577575,4.449786791049549,Viande,25.57004374054474
"Dinde, moyenne nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,1.548497868730513,2.2330153310336947,1.904355365926052,2.7033917225239312,2.866705438537062,2.1641495190476676,1.3907651533744145,2.8922365566877413,Viande,17.703116955861077
"Boeuf, moyenne nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Bovine\Transformation,8.92535660387394,2.885367833247139,3.9541745762414964,6.38345840924808,6.966194693014747,1.9386537598290243,3.019760786922898,7.241169150954432,Viande,41.31413581333176
"Génisse allaitante  système d'engraissement conventionnel, plus de 1,2 UGB par ha, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Bovine\Transformation,11.024537122890811,3.5359011277112304,4.780636753832155,8.315310011692743,9.085425101843068,1.6116328691747106,4.241949458672092,9.497391462174345,Viande,52.09278390799116
"Le lait de vache, de lait système conventionnel, montagne, nourri à l'herbe, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.7966219110882857,0.26693605545809557,0.37713179752379655,0.5298315595648515,0.5804836565463957,0.19281942982950045,0.19858225474682828,0.6023858680006923,Laitier,3.5447925327584455
"Le lait de vache, le système conventionnel, plaine du lait, du maïs ensilage 10 à 30%, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.5900743202571364,0.29362160550229166,0.32202058901269387,0.42151389179162,0.4585557074529911,0.28281296895716695,0.2817169632167743,0.4691708715831168,Laitier,3.1194869177737905
"Le lait de vache, le système conventionnel, plaine de lait, du maïs ensilage 5 à 10%, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.6836107641113275,0.25884882500734224,0.34686533494650124,0.4760448909219457,0.5198325165549479,0.203628380270063,0.28538437721581283,0.535958760489268,Laitier,3.3101738495172084
"Le lait de vache, le système conventionnel, le lait de plaine, le maïs d'ensilage plus de 30%, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.5825483545614879,0.3132737336266041,0.33020921985813295,0.3728011428005438,0.40679614937738,0.30901675685300384,0.2650347339782529,0.4135114854733399,Laitier,2.9931915765287456
"Le lait de vache, moyenne nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.6215676428354321,0.30051288160804446,0.3383835684969604,0.4134840935155129,0.4516690354259106,0.27787347824843617,0.2672830948621473,0.46242408232732757,Laitier,3.1331978773197715
"lait de chèvre, aire de fourrage conventionnel, intensif, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.6867465930336246,0.42306387866414547,0.49550817091152954,1.11445153353877,1.1665283685671382,0.4874490746459561,0.40230740390231173,1.1872125281083077,Laitier,5.963267551371784
"Le lait de brebis, conventionnel, système Roquefort, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,1.0990783405932996,0.43759068508075816,0.43252999046963175,1.241002626674307,1.326905865655752,0.2511555333935396,0.5997730157235772,1.3800856689517842,Laitier,6.76812172654265
"Grande truite, 2-4 kg, conventionnel, départ ferme / FR U",conv,0,Agricultural\Animal production\Fish\Transformation,1.1303839315757314,3.074617885032369,1.7776083488759393,0.6025771893293698,0.5636696560490779,27.07294825598591,3.2543622889678887,0.4693152153675598,Poisson,37.94548277118385
"Bar ou daurade, 200-500g, conventionnel, en cage, à la  ferme mit BargeEI / FR U",conv,0,Agricultural\Animal production\Fish\Transformation,2.4821216143215743,7.0349719309989265,4.514560954425438,1.3430908170337874,0.9135591700066081,1.6157865545648569,15.90690149674541,0.7558865336450665,Poisson,34.56687907174167
"Bar ou daurade, 200-500g, conventionnel, en cage, à la ferme / FR U",conv,0,Agricultural\Animal production\Fish\Transformation,2.3595795026185775,6.8943521497120095,4.273400619523857,1.2543986127717754,0.8580879040473939,1.1736713898824105,15.889286079844101,0.7335309595827371,Poisson,33.43630721798286
"Petite truite, 250-350g,  conventionnel, à la ferme / FR U",conv,0,Agricultural\Animal production\Fish\Transformation,0.9184361718754455,2.9262902698816595,1.6092371649477857,0.5638467134404985,0.44927835285270307,29.847977471610584,2.99564511012246,0.38937397571072385,Poisson,39.700085230441864
"Moules, avec la coquille, au port / FR U",conv,0,Agricultural\Animal production\Moules,0.23971906403961254,0.8606920490104834,0.9246758538527987,0.08116725903731119,0.1504002359540449,0.1771975610671685,0.11554057756695407,0.1465525703778799,Poisson,2.695945170906253
"Lapin, conventionnel, en cage, à la ferme / FR U",conv,0,Agricultural\Animal production\Other\Transformation,1.4384685218130797,1.402184945621101,1.2264464524879926,0.8358345041158616,0.8228497225608935,1.6897580507282524,0.7186707556657003,0.7631052566185259,Autre,8.897318209611406
"Agneau système de production conventionnel, à l'intérieur, à la ferme / FR U",conv,0,Agricultural\Animal production\Ovine\Transformation,10.293677246317243,3.697606410959338,5.0698243447086995,9.389617232839024,10.176236737447566,2.5647287314129033,4.331494630055111,10.59071255141859,Viande,56.11389788515848
"Agneau, conventionnel, système Roquefort, à la ferme / FR U",conv,0,Agricultural\Animal production\Ovine\Transformation,2.77955718280026,1.2136769119850102,1.1170967340256395,3.328885039941836,3.5536337608872337,0.6420963796594686,1.4828671138159408,3.6942013769067037,Viande,17.81201450002209
"Porc, moyenne conventionnelle, nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Porcine\Transformation,1.29571556366857,1.2727067313616625,1.000170355238545,1.8798182752349086,2.000923368192296,1.01791173098306,0.9255851698722011,2.059043410291931,Viande,11.451874604843175
"Porc, conventionnal, Bleu Blanc Coeur, at farm gate/FR U",conv,0,Agricultural\Animal production\Porcine\Transformation,1.2405752709611095,1.2129906344156118,0.9079697390372807,1.8531354647621914,1.9750675000086937,1.0006362610298174,1.016484588768214,2.0440700408977692,Viande,11.250929499880687
"Porc, Label Rouge, système extérieur, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Porcine\Transformation,1.2691710064069832,1.2524681778363291,1.056488955759847,2.8306981542744745,3.0093017030544025,1.1059265128952196,1.4543575973446732,3.1152751293094596,Viande,15.09368723688139
"Porc, Label Rouge, porc avec système d'exécution, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Porcine\Transformation,1.7587641445986497,1.417700106834751,1.203949779453212,2.2858679657301813,2.449380017426172,1.0616883985354255,1.0521757193744687,2.5297461936951655,Viande,13.759272325648027
"Orge fourragère, conventionnel, moyenne nationale, aliments pour animaux, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.14546013851026213,0.23436588136653896,0.24894716706621284,0.18943428921282354,0.2189926455014877,0.3264617044217264,0.3305399468948026,0.22648205363409432,Céréale,1.9206838266079487
"Blé dur, conventionnel, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.2266052371829227,0.3096554811284911,0.3730571107252198,0.23729256750440694,0.28156441026960594,0.6195943297493766,0.5258369505315641,0.29434332778920547,Céréale,2.8679494148807927
"Orge fourragère, moyenne de six cas d'études optimisés, scénario de base, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15496497468004775,0.25956286989559174,0.2149220682446248,0.22767566309589754,0.2543376120441569,0.2856937600902771,0.35687563273931583,0.25956761614515583,Céréale,2.0136001969350676
"Orge fourragère, moyenne de six cas d'études optimisés, levier légumineuse dans rotation, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15486212601944838,0.25874624094625964,0.21467128504623675,0.2272749638098892,0.25411223519434917,0.28409340056486443,0.36147235663574573,0.2595411236743596,Céréale,2.014773731891153
"Orge fourragère, moyenne de six cas d'études optimisés, levier culture intermédiaire systématique, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15210674583134826,0.2619409851861214,0.21715146801742888,0.2238978096284,0.25059845888249416,0.285319626986624,0.28263076243682517,0.25570260030847297,Céréale,1.9293484572777149
"Maïs grain, moyenne de six cas d'études optimisés, scénario de base, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.13570294076813946,0.3640539196074713,0.18374177998866795,0.24291622371609048,0.26773402722876555,0.37717350425708757,0.2566058575331797,0.27366174523114656,Céréale,2.1015899983305486
"Maïs grain, moyenne de six cas d'études optimisés, levier légumineuse dans rotation, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.12893644677283422,0.3550805764695705,0.17687376439466618,0.2393864250041824,0.26397079243718685,0.3666272085086673,0.2612136624746241,0.27013816767778726,Céréale,2.0622270437395187
"Maïs grain, moyenne de six cas d'études optimisés, levier culture intermédiaire systématique, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.13572199268158286,0.391187766287894,0.20096532921465832,0.26109192612662524,0.28885041628297287,0.3767221445774891,0.1774149898121997,0.29594109685165226,Céréale,2.1278956618350744
"Fibres de chanvre, sans traitement / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15737088561094745,0.317177192177905,0.3742664993711976,0.33814248597604485,0.38431374598178253,0.7157196822678554,0.5433933644251244,0.4027266069946282,Céréale,3.2331104628054854
"Graine de chanvre, Champagne, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.2918864958650484,0.5889552974274879,0.695264406261642,0.6260279063265223,0.7117280867185753,1.3261430573871897,1.0076726732119814,0.7458509390110994,Céréale,5.993528862209546
"Chanvre, paille, Champagne, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.052456961870315844,0.1057257307259683,0.12475549979039927,0.11271416199201491,0.12810458199392744,0.23857322742261852,0.18113112147504148,0.13424220233154271,Céréale,1.0777034876018285
"riz Jasmine, moyenne nationale, à la  de la ferme / TH U",conv,1,Agricultural\Plant production\Cereals\Transformation,2.2805951056670257,0.7563714004438886,0.715748621618373,1.7147087137992039,1.8077059867830878,13.059166193645279,2.714900226943598,1.8618520326819374,Céréale,24.911048281582396
"Maïs grain, conventionnel, 28% d'humidité, moyenne nationale, l'alimentation animale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.13296970230196908,0.2619557486667269,0.19154457624422214,0.24934254833030467,0.2767160299519513,0.26181315781515774,0.2300267302572076,0.2858592212397495,Céréale,1.890227714807289
"Maïs grain,, conventionnel, 28% d'humidité, moyenne nationale, avec l'empreinte de l'eau, l'alimentation animale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.1340725588625593,0.24898320307709423,0.4436325330920949,0.340870394348001,0.40493215730590404,0.2593704449061395,0.2715761304126559,0.4301506331848191,Céréale,2.5335880551892678
"Avoine, moyenne nationale, aliments pour animaux, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.19346080438878474,0.2564062443587609,0.29245300284021203,0.27222452175309964,0.31188692890250397,0.46675048586738055,0.48592877093795045,0.3242829589162257,Céréale,2.603393717964918
"Blé tendre, moyenne à partir de 11 cas d'études optimisés, scénario de base, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.16073801118851785,0.24697764569557715,0.22734801290986492,0.19209618043379373,0.2189552523571337,0.2655881336321103,0.33596396116177935,0.2242176991150468,Céréale,1.8718848964938237
"Blé tendre, moyenne à partir de 11 cas d'études optimisés, levier légumineuse dans rotation, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.14998011168382516,0.23296877167132812,0.21292661982154987,0.17718799587075376,0.2022305607360357,0.25425241783987595,0.3405224474108465,0.20680221821020905,Céréale,1.7768711432444242
"Blé tendre, moyenne à partir de 11 cas d'études optimisés, levier culture intermédiaire systématique du scénario, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.1631756220314617,0.25562002899998526,0.2402489129453138,0.2055614685278703,0.23473495895090468,0.2647042189060921,0.2761690290726467,0.24086078527598634,Céréale,1.8810750247102606
"Blé tendre, conventionnel, panifiable, 15% d'humidité, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15754754193209655,0.22709808672019136,0.25451904656926955,0.21366042175933256,0.24509572118060993,0.2917070686535462,0.35141436174334756,0.2536223183953223,Céréale,1.994664566953716
"Blé tendre, conventionnel, moyenne nationale, aliments pour animaux, à la ferme, la production / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15741562729019373,0.22683007555512807,0.25428156753940373,0.2135278518596625,0.24494523196541157,0.2914887881431272,0.35115258266851224,0.2534672866610698,Céréale,1.993109011682509
"Blé tendre, conventionnel, améliorant protéine, 15% d'humidité, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.2045546800128555,0.2757058797726779,0.3454639995025122,0.25713005653450405,0.29998837523316935,0.3898992482697354,0.42562443085429846,0.3137045265120044,Céréale,2.512071196691757
"Sorgho, conventionnel, moyenne nationale, aliments pour animaux, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.1327810582184296,0.27594741420005026,0.20011902328103406,0.08578301404640991,0.10536940216863847,0.7139463028258537,0.33946914890654273,0.10359054916990819,Céréale,1.9570059128168669
"Orge de printemps, conventionnel, qualité déclassée, alimentation animale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.16857340590882364,0.24543980437501295,0.2880318512411958,0.21740846500187952,0.2515202887411313,0.3349044320464837,0.3859534744863012,0.26028584618936085,Céréale,2.152117567990189
"Orge de printemps, conventionnel, qualité malterie, alimentation animale, à la  de la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15544278415508098,0.22314451863440213,0.26186758484531986,0.19765949289856777,0.22867266334750835,0.3044823494210241,0.35089419378745473,0.23664197420288519,Céréale,1.958805561292243
"Triticale, conventionnel, moyenne nationale, aliments pour animaux, à la ferme, production / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.19435315671628303,0.3363619204634286,0.30693373882317826,0.18352024497239755,0.22119740967765486,0.468618446741531,0.49704028995314653,0.22892354419877775,Céréale,2.4369487515463977
"Orge d'hiver, conventionnel, qualité malterie, alimentation animale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.14628872516992325,0.23114041842804897,0.2425257479007442,0.17872220942868894,0.20726269522183932,0.29882595374204324,0.317552894443849,0.21429830746813877,Céréale,1.8366169518032758
"Orge fourragère d'hiver, conventionnel, aliments des animaux, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.1399685906691715,0.23277762304387545,0.241912874664988,0.18616030253195562,0.2149768031790433,0.33249864909661464,0.32168466026897874,0.22230681558597554,Céréale,1.8922863190406027
"Arbuste Potted, moyenne nationale, sur le site de production / FR U",conv,1,Agricultural\Plant production\Flowers and ornament crops\Transformation,0.526010904074032,1.2857628761908038,1.2571186611811407,0.26378273165317573,0.25276865132737897,2.347050991119274,0.27874102985015525,0.2118167909472967,Autre,6.423052636343257
"Rose (fleur coupée), mélange de production, moyenne nationale, à effet de serre / FR U",conv,1,Agricultural\Plant production\Flowers and ornament crops\Transformation,0.4175455829827606,1.2976909896966617,0.224167384216699,0.06058066238175713,0.06451212868131467,0.23800338176292926,0.03912155022744984,0.04565911121191497,Autre,2.387280791161487
"Rose (fleur coupée), hors-sol, chauffé et Enlighted, la lutte traditionnelle, à effet de serre / FR U",conv,1,Agricultural\Plant production\Flowers and ornament crops\Transformation,0.5530097737897343,1.7759452986780917,0.26652801506871193,0.06254012392798078,0.07033842331362118,0.24004013504816363,0.04328913117634986,0.0509298329360566,Autre,3.0626207339387097
"Rose (fleur coupée), hors-sol, chauffé et Enlighted, RAVAGEURS, à effet de serre / FR U",conv,1,Agricultural\Plant production\Flowers and ornament crops\Transformation,0.4626629919161279,1.4789524766962412,0.22456760866776743,0.05270012552445658,0.05911084724970927,0.20096630727799916,0.036225822403766046,0.04264875290225988,Autre,2.557834932638327
"Rose (fleur coupée), hors-sol, faible chauffé, la lutte traditionnelle, à effet de serre / FR U",conv,1,Agricultural\Plant production\Flowers and ornament crops\Transformation,0.2831346688686298,0.7792382029475664,0.21036968306336756,0.07640054561633072,0.07403401161478582,0.3149724795521881,0.04396041361160459,0.05040404886167329,Autre,1.8325140541361462
"Rose (fleur coupée), hors-sol, faible chauffé, la gestion intégrée des ravageurs, à effet de serre / FR U",conv,1,Agricultural\Plant production\Flowers and ornament crops\Transformation,0.25047538646066453,0.6803305891536268,0.1877652452403195,0.06772560298164314,0.065523080848291,0.27700038483788986,0.03869270649130916,0.04441441350110125,Autre,1.6119274095148453
"Pomme conventionnelle, plateforme électrique, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.03330936182580992,0.16884262634109126,0.08449309351245858,0.020488233061691088,0.025009601316042566,0.06820515565652134,0.02207826844167549,0.020428540711620157,Fruit,0.4428548808669104
"Pomme conventionnelle, système de pulvérisation fixe et plateforme électrique, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.029483426790575574,0.14769229779963203,0.06486105152764197,0.01998616762753562,0.022180884356488396,0.06708107970047428,0.019524298379915175,0.01719553197795491,Fruit,0.38800473816021797
"Pomme conventionnelle, système de pulvérisation fixe, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.041788841969779666,0.20442149349514893,0.12344581927412489,0.02141527154925777,0.030440595740044384,0.06667680697539208,0.027074812947540702,0.026755690553993263,Fruit,0.5420193325052817
"Pomme conventionnelle, moyenne nationale, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.04513531909706859,0.21944612092854013,0.14120416188367513,0.02173081457658834,0.03285460903800498,0.0666879957127253,0.029387260901187647,0.029695876582916347,Fruit,0.5861421587207064
"Pomme conventionnelle, non tolérante à la tavelure, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.04554410713600985,0.22524602333699276,0.14274139937307187,0.021909131086703316,0.033221876348712404,0.06780321308716973,0.029585418731590922,0.029933793176376285,Fruit,0.5959849622766271
"Pomme conventionnelle, bâche anti pluie, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.052761458810286266,0.19380812988383156,0.1533928277017804,0.024551837601511497,0.03478896029912045,0.06525562196042776,0.032513944449372965,0.03173258778026773,Fruit,0.5888053684865986
"Pomme conventionnelle, tolérante tavelure, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.041456227050907984,0.16724700045083707,0.12736902643307213,0.020125965980918373,0.02954920347378315,0.05665103903039389,0.027603840701394926,0.02755462756180036,Fruit,0.4975569306831079
"Pomme mix conventionnel et biologique, moyenne nationale, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.04537981065854601,0.21963288097071076,0.14201976116520193,0.021932507299850214,0.033222546881907254,0.06736002015277075,0.030662427315251893,0.030140145463329052,Fruit,0.5903500999075679
"Banane, la production conventionnelle Antilles, à la  de la ferme WI / U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.11798534388157493,0.23853620045326157,0.12945610632727964,0.20103108924143895,0.2252466606764131,0.07827802826884735,0.027673818288405306,0.24419092113617688,Fruit,1.2623981682733976
"Cerise, conventionnelle,moyenne nationale, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.22575197877144615,0.8544619036232138,0.8585490939477203,0.09114226795509457,0.1709607190811627,0.6537688110337521,0.14229674934953476,0.17439315498391014,Fruit,3.1713246787458345
"Pomme à cidre, moyen conventionnel, national, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.04291245428525301,0.15758105098145458,0.10040756755031245,0.014202301364671273,0.02442861905308659,0.04424646234820718,0.07452314704524053,0.023516137250171126,Fruit,0.4818177398783967
"Clémentine, la qualit ""exportation"", du Souss, au verger / MA U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.1534214061810404,0.414783834983907,0.2862625771660278,0.06740348456162394,0.1079328212228292,0.30268112747400794,0.0396328020089845,0.08102480204602165,Fruit,1.4531428556444423
"Cacao, conventionnel, Cabruca, au verger / BR U",conv,1,Agricultural\Plant production\Fruits\Transformation,1.6485852822402989,3.1595439667127017,13.132527611358078,35.59839962790326,2.6579625106670774,2.070786121655872,1.5227047495630373,2.9867402782346932,Fruit,62.77725014833502
"Grain de café (robusta), dépulpés, au Brésil, au départ de l'exploitation / BR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.7971075278141219,1.0591170830219787,0.870674646719453,1.403469473961374,1.4826350392374787,0.4826983586916817,2.305701781708767,1.5241103541791519,Fruit,9.925514265334007
"Raisin, production intégrée, AOC Beaujolais, au vignoble / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.3065424945130704,0.8581749075791936,0.7404808561429976,0.3353852674577713,0.3227924543466768,1.0239056829209385,0.2048760826279732,0.28933059070104367,Fruit,4.081488336289665
"Raisin, production intégrée, mélange de variétés, Languedoc-Roussillon, au vignoble / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.18662113512407622,0.43806442424406256,0.4013079512999506,0.16923290813955974,0.1924938537547199,0.5153437041026431,0.26547864169866264,0.21311466205116184,Fruit,2.3816572804148364
"Mangue, conventionnelle, Val de San Francisco, au verger / BR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.06427866435968803,0.152639265722261,0.1172848858011373,0.0742718353510644,0.07976834554796026,0.1002360622866587,0.018101532698666597,0.07278337882203353,Fruit,0.6793639705894697
"Pêche conventionnelle, moyenne nationale, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.09687861963430107,0.29631684881621234,0.19468245571198897,0.07573517314450992,0.11099043600881554,0.10396003325758754,0.14757185545594959,0.13703316772188734,Fruit,1.1631685897512525
"Pêche, mix conventionnel et biologique, moyenne nationale, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.09734346850950334,0.2980135823959291,0.19590729170933,0.07541183218202004,0.11091903133304629,0.10405357927496135,0.1499927340449492,0.1372358974101359,Fruit,1.1688774168598755
"Poire conventionnelle, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.03219046583952033,0.16058148370198722,0.08643739337432921,0.01713311814679879,0.025222428740555768,0.034676841994539305,0.03403159062715557,0.024773439586377927,Fruit,0.4150467620112641
"Poire mix conventionnel et biologique, au verger / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.034125348699996595,0.1627422649168151,0.09235876442292536,0.01768857760051699,0.026754532470219184,0.03677769628640794,0.03669920714499526,0.02714302334131552,Fruit,0.43428941488319195
"Ananas, la production mixte, moyenne île de la Réunion, sur le site de production / RE U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.17555110558683143,0.34577528741702757,0.37248520703277355,0.2139015199029991,0.25905414747131,0.07108887892306626,0.4772100051004227,0.2705837427987944,Fruit,2.1856498942332245
"Noix conventionnelle, en coque séchée, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.6471868308770607,2.027898641285453,1.2639112000955488,0.2812167597880115,0.4073402859651142,0.973446413541431,0.49609656091879806,0.38047015043447285,Fruit,6.47756684290589
"Noix mix conventionnel et biologique, en coque, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.665195880289533,2.043012659919028,1.3263600095829895,0.3037846354519803,0.4414993476651353,0.9993042204337607,0.5253301806463169,0.41762248561374865,Fruit,6.722109419602492
"Noix conventionnelle, en coque séchée, variétés traditionnelles, à la ferme / FR U",conv,1,Agricultural\Plant production\Fruits\Transformation,0.698035579027146,2.1221967370147263,1.3851308469212524,0.3083590989379101,0.4476854479243967,1.1084744176868193,0.5524648312049609,0.4172811462365304,Fruit,7.039628104953743
