Nom du Produit,Type,Plant?,Catégorie,Climate change,Ozone depletion,"Ionising radiation, HH","Photochemical ozone formation, HH",Respiratory inorganics,Acidification terrestrial and freshwater,Eutrophication freshwater,Eutrophication marine,Eutrophication terrestrial,Ecotoxicity freshwater,Land use,Water scarcity,"Resource use, energy carriers","Resource use, mineral and metals",Climate change - fossil,Climate change - biogenic,Climate change - land use and transform.
"Oeuf, moyenne nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,0.8279151148823388,1.3783539596252194,2.1411406915321387,1.1479822860130002,2.1087308958796314,2.2359927025146864,1.316033062577053,0.8921476788623544,2.2808705615728693,0.8330078671076181,0.6752864422662268,1.2382467063570606,1.6110893479213833,0.7167435606658344,1.2663986089559234,0.07226409143612472,1.410424179798343
"Canard Engraissement,  conventionnel, à la ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,1.7559290617868168,2.818666287209876,5.8417013498435475,1.9859910198837953,3.3133708463356046,3.5240665249443106,2.303812340198284,1.9816795465936328,3.594924542769801,1.8661859860819539,1.3282991277111753,3.2397009184732433,3.5805750809421624,1.4227249590383533,2.8607679277789537,0.3478226592906074,1.8226022373359398
"Dinde, conventionnel, départ ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,1.5299903452488497,2.2091033920650522,2.014362270220676,1.8839404744472243,2.6587594078807646,2.8195488040789485,2.140784492178484,1.3736181259150806,2.8440648999572193,1.2923635537216476,0.937110493963459,0.8867852752523223,2.410152934585446,1.1657764546506237,2.267707417549385,0.06513790181173948,3.05678886146597
"Dinde, Label Rouge, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,2.1469077940550223,3.00616802438057,2.731613579426794,2.56443685691538,4.146503229055966,4.391436619249926,2.9196187178805686,1.9451857079577575,4.449786791049549,1.765339305752538,1.324865871076877,1.2176895013580993,3.258992844726946,1.5870153660654267,3.213310098227489,0.08879933313283644,4.186137599915909
"Dinde, moyenne nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Avian\Transformation,1.548497868730513,2.2330153310336947,2.0358798094997486,1.904355365926052,2.7033917225239312,2.866705438537062,2.1641495190476676,1.3907651533744145,2.8922365566877413,1.3065528263022657,0.9487431552765849,0.8967124020269579,2.4356181318966112,1.1784136223255766,2.2960754980058757,0.06584774475145459,3.0906693236199967
"Boeuf, moyenne nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Bovine\Transformation,8.92535660387394,2.885367833247139,3.1040271721198174,3.9541745762414964,6.38345840924808,6.966194693014747,1.9386537598290243,3.019760786922898,7.241169150954432,3.118100543061489,4.2542613645878,0.9813878679915657,2.7776495881230705,1.689689346800375,4.414592158223868,17.437100250806594,0.8472694016118324
"Génisse allaitante  système d'engraissement conventionnel, plus de 1,2 UGB par ha, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Bovine\Transformation,11.024537122890811,3.5359011277112304,4.669213146673193,4.780636753832155,8.315310011692743,9.085425101843068,1.6116328691747106,4.241949458672092,9.497391462174345,3.9301038159531596,4.33612378347188,1.1565341950133665,3.4896730489965195,1.4916797554493937,5.683446373722852,21.503773589672708,0.32740957338678545
"Le lait de vache, de lait système conventionnel, montagne, nourri à l'herbe, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.7966219110882857,0.26693605545809557,0.4153773721858662,0.37713179752379655,0.5298315595648515,0.5804836565463957,0.19281942982950045,0.19858225474682828,0.6023858680006923,0.19698694247569742,0.4141246119941181,0.11019882725017584,0.29920651026531686,0.19258961219547197,0.3904173833582687,1.5873075175035043,0.0008444694969693267
"Le lait de vache, le système conventionnel, plaine du lait, du maïs ensilage 10 à 30%, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.5900743202571364,0.29362160550229166,0.33613387723760596,0.32202058901269387,0.42151389179162,0.4585557074529911,0.28281296895716695,0.2817169632167743,0.4691708715831168,0.26969872107077303,0.2683521716372001,0.13282979851687485,0.28010273020517035,0.18066153356194725,0.30216964766821397,1.0651579161444586,0.2671353009661282
"Le lait de vache, le système conventionnel, plaine de lait, du maïs ensilage 5 à 10%, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.6836107641113275,0.25884882500734224,0.3808137718605849,0.34686533494650124,0.4760448909219457,0.5198325165549479,0.203628380270063,0.28538437721581283,0.535958760489268,0.23043631068723572,0.3302098964896131,0.10163058567524036,0.27612934745688217,0.1867865805000857,0.3190136871134786,1.302994168272298,0.2245072374323065
"Le lait de vache, le système conventionnel, le lait de plaine, le maïs d'ensilage plus de 30%, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.5825483545614879,0.3132737336266041,0.339516334137317,0.33020921985813295,0.3728011428005438,0.40679614937738,0.30901675685300384,0.2650347339782529,0.4135114854733399,0.26379165375093094,0.23874462079602274,0.14871237784747132,0.29617832251986975,0.19458828706740872,0.3030163862506793,1.0333731172160492,0.29850493426735997
"Le lait de vache, moyenne nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.6215676428354321,0.30051288160804446,0.359233609733676,0.3383835684969604,0.4134840935155129,0.4516690354259106,0.27787347824843617,0.2672830948621473,0.46242408232732757,0.255104961040794,0.28291581045149244,0.1382089905699344,0.2941892869491594,0.19165698796475414,0.31813749932839824,1.138770506675611,0.23459582160503156
"lait de chèvre, aire de fourrage conventionnel, intensif, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,0.6867465930336246,0.42306387866414547,0.7902070532867393,0.49550817091152954,1.11445153353877,1.1665283685671382,0.4874490746459561,0.40230740390231173,1.1872125281083077,0.25748981850767644,0.3899884135097686,0.3878964876291578,0.6215923955916022,0.22790931552161323,0.6724044896745731,0.9213703922827648,0.07463487457300849
"Le lait de brebis, conventionnel, système Roquefort, à la ferme / FR U",conv,0,Agricultural\Animal production\Dairy\Transformation,1.0990783405932996,0.43759068508075816,0.6644029427956836,0.43252999046963175,1.241002626674307,1.326905865655752,0.2511555333935396,0.5997730157235772,1.3800856689517842,0.36106300649452655,0.8988352345108349,0.10072141484902156,0.4994672720435831,0.22060858450621523,0.757095854307235,1.916441092701097,0.0005502307693190087
"Grande truite, 2-4 kg, conventionnel, départ ferme / FR U",conv,0,Agricultural\Animal production\Fish\Transformation,1.1303839315757314,3.074617885032369,7.174433433810688,1.7776083488759393,0.6025771893293698,0.5636696560490779,27.07294825598591,3.2543622889678887,0.4693152153675598,0.4214633421154113,0.3147535546173149,6.633337248441744,4.4832242393193935,0.7553119118856133,2.0890488984045206,0.021709443956630464,0.8685929457602891
"Bar ou daurade, 200-500g, conventionnel, en cage, à la  ferme mit BargeEI / FR U",conv,0,Agricultural\Animal production\Fish\Transformation,2.4821216143215743,7.0349719309989265,4.732197522648587,4.514560954425438,1.3430908170337874,0.9135591700066081,1.6157865545648569,15.90690149674541,0.7558865336450665,1.6012082474447344,0.3776286924013368,0.4515520463826407,7.678083551484444,1.509427338351367,4.830989436720607,0.07704099288771313,0.9610789793888143
"Bar ou daurade, 200-500g, conventionnel, en cage, à la ferme / FR U",conv,0,Agricultural\Animal production\Fish\Transformation,2.3595795026185775,6.8943521497120095,4.607854787637117,4.273400619523857,1.2543986127717754,0.8580879040473939,1.1736713898824105,15.889286079844101,0.7335309595827371,1.5328967717279225,0.3728646368316766,0.4256834582714164,7.397625961600192,0.9759202546394097,4.577105999913713,0.07669729192856342,0.9583012770049211
"Petite truite, 250-350g,  conventionnel, à la ferme / FR U",conv,0,Agricultural\Animal production\Fish\Transformation,0.9184361718754455,2.9262902698816595,6.815842625767397,1.6092371649477857,0.5638467134404985,0.44927835285270307,29.847977471610584,2.99564511012246,0.38937397571072385,0.5482638104600646,0.20716213836644015,49.33057017562865,4.0995499667310416,0.6398615873182321,1.8380970824628449,0.02145047202985495,0.19664841520336304
"Moules, avec la coquille, au port / FR U",conv,0,Agricultural\Animal production\Moules,0.23971906403961254,0.8606920490104834,0.5854381912340405,0.9246758538527987,0.08116725903731119,0.1504002359540449,0.1771975610671685,0.11554057756695407,0.1465525703778799,0.04988871510216611,0.30205835272249887,0.03721753393262893,0.9133971069738286,0.5955191866392529,0.4895073024396518,0.010686038893635065,0.002435235364779723
"Lapin, conventionnel, en cage, à la ferme / FR U",conv,0,Agricultural\Animal production\Other\Transformation,1.4384685218130797,1.402184945621101,2.517287909977555,1.2264464524879926,0.8358345041158616,0.8228497225608935,1.6897580507282524,0.7186707556657003,0.7631052566185259,0.8036358059743341,0.6903391039561676,0.3343242471795739,2.120619690576525,0.7525400912095446,1.4304660793907187,1.7914551223239796,0.46949696448104306
"Agneau système de production conventionnel, à l'intérieur, à la ferme / FR U",conv,0,Agricultural\Animal production\Ovine\Transformation,10.293677246317243,3.697606410959338,3.2546071657738116,5.0698243447086995,9.389617232839024,10.176236737447566,2.5647287314129033,4.331494630055111,10.59071255141859,4.218662849604131,7.607996705539433,1.7680534681443887,3.4684256045118107,1.9565055631194335,6.255839550499118,18.58703040910909,1.158213033389856
"Agneau, conventionnel, système Roquefort, à la ferme / FR U",conv,0,Agricultural\Animal production\Ovine\Transformation,2.77955718280026,1.2136769119850102,2.008045119763679,1.1170967340256395,3.328885039941836,3.5536337608872337,0.6420963796594686,1.4828671138159408,3.6942013769067037,0.8847870988977441,2.1989907655320575,0.2510172618135512,1.4089347943880688,0.5965417807388619,1.9550043074095222,4.796110772838038,0.0014629884757214832
"Porc, moyenne conventionnelle, nationale, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Porcine\Transformation,1.29571556366857,1.2727067313616625,2.6502716890045366,1.000170355238545,1.8798182752349086,2.000923368192296,1.01791173098306,0.9255851698722011,2.059043410291931,0.8613427968568771,0.7184877244391717,0.7153581949499613,1.5924445680696366,0.6594409841892681,1.182825460745768,1.707491870119124,0.531999546619714
"Porc, conventionnal, Bleu Blanc Coeur, at farm gate/FR U",conv,0,Agricultural\Animal production\Porcine\Transformation,1.2405752709611095,1.2129906344156118,2.675003230589023,0.9079697390372807,1.8531354647621914,1.9750675000086937,1.0006362610298174,1.016484588768214,2.0440700408977692,1.3918764970848745,0.846626183491357,0.8729792738831275,1.5435853194202487,0.6376889837900993,1.1483081763839387,1.769873069441239,0.07180603671092013
"Porc, Label Rouge, système extérieur, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Porcine\Transformation,1.2691710064069832,1.2524681778363291,1.9004047044515036,1.056488955759847,2.8306981542744745,3.0093017030544025,1.1059265128952196,1.4543575973446732,3.1152751293094596,1.0556447267380973,1.3530661248342475,0.5637924042403755,1.4029178963554572,0.6803306815231874,1.9673108979331486,0.6667368193326838,0.49947519047630407
"Porc, Label Rouge, porc avec système d'exécution, à la  de la ferme / FR U",conv,0,Agricultural\Animal production\Porcine\Transformation,1.7587641445986497,1.417700106834751,2.1338399191895268,1.203949779453212,2.2858679657301813,2.449380017426172,1.0616883985354255,1.0521757193744687,2.5297461936951655,1.0060523420063638,0.7958976875504723,0.542053329860283,1.5700094429577602,0.7747760122201002,1.9808217882250938,1.9476057177090327,0.43902638046973363
"Orge fourragère, conventionnel, moyenne nationale, aliments pour animaux, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.14546013851026213,0.23436588136653896,0.08982587399644348,0.24894716706621284,0.18943428921282354,0.2189926455014877,0.3264617044217264,0.3305399468948026,0.22648205363409432,0.18013904417297744,0.33027297919812404,0.056361353931866615,0.19436240148724204,0.1542673510610185,0.3023306218755936,0.00013209866646617308,0.0006583286793185848
"Blé dur, conventionnel, moyenne nationale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.2266052371829227,0.3096554811284911,0.2949473034936803,0.3730571107252198,0.23729256750440694,0.28156441026960594,0.6195943297493766,0.5258369505315641,0.29434332778920547,0.1832228432733473,0.4429439603062628,0.6601353015826643,0.30226131383635013,0.18978411658092045,0.4710491863898352,0.0001791969267576257,0.000877328463657791
"Orge fourragère, moyenne de six cas d'études optimisés, scénario de base, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15496497468004775,0.25956286989559174,0.10960300357672029,0.2149220682446248,0.22767566309589754,0.2543376120441569,0.2856937600902771,0.35687563273931583,0.25956761614515583,0.1628274603841838,0.29145146990941934,0.1321122856079683,0.25121619558657005,0.17639824000713525,0.3221115301201059,0.00015850218549293322,0.0005603312052894041
"Orge fourragère, moyenne de six cas d'études optimisés, levier légumineuse dans rotation, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15486212601944838,0.25874624094625964,0.1090255100863157,0.21467128504623675,0.2272749638098892,0.25411223519434917,0.28409340056486443,0.36147235663574573,0.2595411236743596,0.16137138589181604,0.291393823302418,0.13163149055736312,0.25008444097548527,0.17656729794462722,0.3219037117644593,0.00015746171395471866,0.0005414870372776421
"Orge fourragère, moyenne de six cas d'études optimisés, levier culture intermédiaire systématique, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15210674583134826,0.2619409851861214,0.11051309210657285,0.21715146801742888,0.2238978096284,0.25059845888249416,0.285319626986624,0.28263076243682517,0.25570260030847297,0.16298107729618141,0.29145034478399,0.1313778488730254,0.2517686300047089,0.1764860185550848,0.31616602426306945,0.00015718803552209747,0.0005609100003096828
"Maïs grain, moyenne de six cas d'études optimisés, scénario de base, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.13570294076813946,0.3640539196074713,0.6278393173981466,0.18374177998866795,0.24291622371609048,0.26773402722876555,0.37717350425708757,0.2566058575331797,0.27366174523114656,0.22296437104040956,0.23201626131641873,1.9025545254941032,0.3644488410252926,0.15682748643623587,0.28208607164771826,0.00015200627134090175,0.00040815581992311085
"Maïs grain, moyenne de six cas d'études optimisés, levier légumineuse dans rotation, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.12893644677283422,0.3550805764695705,0.6248050118454148,0.17687376439466618,0.2393864250041824,0.26397079243718685,0.3666272085086673,0.2612136624746241,0.27013816767778726,0.24414656670651821,0.22018925690692895,1.8974777311506175,0.35180515158302356,0.14798933712152237,0.26802819474271034,0.00014101588911329477,0.00037034730624076233
"Maïs grain, moyenne de six cas d'études optimisés, levier culture intermédiaire systématique, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.13572199268158286,0.391187766287894,0.6324118042095639,0.20096532921465832,0.26109192612662524,0.28885041628297287,0.3767221445774891,0.1774149898121997,0.29594109685165226,0.2831771371651351,0.2344148902354871,1.8998118771931898,0.3701676994020607,0.16259287971419426,0.2821336766581269,0.00014880475235988657,0.000388988496616857
"Fibres de chanvre, sans traitement / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15737088561094745,0.317177192177905,0.11913608669893873,0.3742664993711976,0.33814248597604485,0.38431374598178253,0.7157196822678554,0.5433933644251244,0.4027266069946282,0.9007124445131107,0.5722105007361816,0.019874210426851485,0.26493286069146943,0.2596527381335453,0.3272263690172651,0.00012715368965425603,0.00026131821656223323
"Graine de chanvre, Champagne, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.2918864958650484,0.5889552974274879,0.22121180028151693,0.695264406261642,0.6260279063265223,0.7117280867185753,1.3261430573871897,1.0076726732119814,0.7458509390110994,1.667193489743606,1.0614408183280113,0.03687142660164045,0.4918897258197848,0.4819303643660121,0.6069288466987899,0.00023595832367810296,0.00048498426811165537
"Chanvre, paille, Champagne, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.052456961870315844,0.1057257307259683,0.03971202889964624,0.12475549979039927,0.11271416199201491,0.12810458199392744,0.23857322742261852,0.18113112147504148,0.13424220233154271,0.30023748150437013,0.19073683357872734,0.006624736808949826,0.08831095356382317,0.08655091271118176,0.10907545633908843,4.238456321808535e-05,8.71060721874111e-05
"riz Jasmine, moyenne nationale, à la  de la ferme / TH U",conv,1,Agricultural\Plant production\Cereals\Transformation,2.2805951056670257,0.7563714004438886,0.24669513748018015,0.715748621618373,1.7147087137992039,1.8077059867830878,13.059166193645279,2.714900226943598,1.8618520326819374,0.1691050668776638,0.3070715856115579,3.6484930665317563,0.8131514462426995,0.5606116890402394,0.7366215174181159,5.022056781234288,0.0015123102431479484
"Maïs grain, conventionnel, 28% d'humidité, moyenne nationale, l'alimentation animale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.13296970230196908,0.2619557486667269,0.36270008671892406,0.19154457624422214,0.24934254833030467,0.2767160299519513,0.26181315781515774,0.2300267302572076,0.2858592212397495,0.3516902552822579,0.21028890758402755,1.0381326566883895,0.25339070369503536,0.13654324812966115,0.27642001776578434,0.00012292540106432557,0.0004184414617896949
"Maïs grain,, conventionnel, 28% d'humidité, moyenne nationale, avec l'empreinte de l'eau, l'alimentation animale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.1340725588625593,0.24898320307709423,0.24823833643301318,0.4436325330920949,0.340870394348001,0.40493215730590404,0.2593704449061395,0.2715761304126559,0.4301506331848191,0.35137123999008424,0.21026662389627707,1.1474922033158277,0.2187251831323853,0.13269839775782524,0.27872156080458493,0.00011564099502324533,0.00041385139899903907
"Avoine, moyenne nationale, aliments pour animaux, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.19346080438878474,0.2564062443587609,0.0909509824349081,0.29245300284021203,0.27222452175309964,0.31188692890250397,0.46675048586738055,0.48592877093795045,0.3242829589162257,0.17273615720176885,0.4519409428705727,0.038133688962300245,0.23898268928771527,0.19114904386622264,0.4022216361176795,0.00015154053424355952,0.0005035001205096753
"Blé tendre, moyenne à partir de 11 cas d'études optimisés, scénario de base, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.16073801118851785,0.24697764569557715,0.10233383123860823,0.22734801290986492,0.19209618043379373,0.2189552523571337,0.2655881336321103,0.33596396116177935,0.2242176991150468,0.3453922901009812,0.2624955530250901,0.10888738790971399,0.23058808417049628,0.16495172649165527,0.3341181986723585,0.00015241274769396484,0.0005910704116812164
"Blé tendre, moyenne à partir de 11 cas d'études optimisés, levier légumineuse dans rotation, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.14998011168382516,0.23296877167132812,0.09690286696666357,0.21292661982154987,0.17718799587075376,0.2022305607360357,0.25425241783987595,0.3405224474108465,0.20680221821020905,0.4103544983142218,0.3027181671198703,0.10312246201177828,0.21386463954219567,0.15288041386708037,0.31175705705943046,0.00014013534717870958,0.0005546345855709891
"Blé tendre, moyenne à partir de 11 cas d'études optimisés, levier culture intermédiaire systématique du scénario, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.1631756220314617,0.25562002899998526,0.10532423473610499,0.2402489129453138,0.2055614685278703,0.23473495895090468,0.2647042189060921,0.2761690290726467,0.24086078527598634,0.41373047732461254,0.26244804765484053,0.10855017673471748,0.23703520837999242,0.16987840939074683,0.3391933688149746,0.00015206657651710697,0.0005784098375001906
"Blé tendre, conventionnel, panifiable, 15% d'humidité, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15754754193209655,0.22709808672019136,0.09076202356712779,0.25451904656926955,0.21366042175933256,0.24509572118060993,0.2917070686535462,0.35141436174334756,0.2536223183953223,0.2901017845877211,0.29458080790679897,0.06736262473988855,0.19484100173072585,0.15402399031711336,0.3274641410701861,0.0001368023737467404,0.0006934455867749261
"Blé tendre, conventionnel, moyenne nationale, aliments pour animaux, à la ferme, la production / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15741562729019373,0.22683007555512807,0.0906068129409811,0.25428156753940373,0.2135278518596625,0.24494523196541157,0.2914887881431272,0.35115258266851224,0.2534672866610698,0.2898479289283192,0.29436382447888726,0.06733390553363766,0.19461444031627487,0.15386865911591066,0.3271899287497897,0.0001366841757379092,0.0006929688205670692
"Blé tendre, conventionnel, améliorant protéine, 15% d'humidité, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.2045546800128555,0.2757058797726779,0.21831409595078338,0.3454639995025122,0.25713005653450405,0.29998837523316935,0.3898992482697354,0.42562443085429846,0.3137045265120044,0.33502467205421893,0.32857174799862726,0.4470653931873508,0.2539070680061534,0.17086919559674094,0.42520557502457856,0.00016499483599035326,0.0008063372972078628
"Sorgho, conventionnel, moyenne nationale, aliments pour animaux, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.1327810582184296,0.27594741420005026,0.17830720750035062,0.20011902328103406,0.08578301404640991,0.10536940216863847,0.7139463028258537,0.33946914890654273,0.10359054916990819,0.6324555424823587,0.4663180526083424,0.3568000208952875,0.20313094596494075,0.13832857354736344,0.27599350672909456,0.0001103844479266833,0.0005744182783206965
"Orge de printemps, conventionnel, qualité déclassée, alimentation animale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.16857340590882364,0.24543980437501295,0.14757842026627865,0.2880318512411958,0.21740846500187952,0.2515202887411313,0.3349044320464837,0.3859534744863012,0.26028584618936085,0.28432150512435655,0.3863155071646817,0.20792687112540414,0.23672245709739512,0.17788303367885638,0.35037492953813054,0.000151264070474613,0.0007514633661894793
"Orge de printemps, conventionnel, qualité malterie, alimentation animale, à la  de la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.15544278415508098,0.22314451863440213,0.13417267681988437,0.26186758484531986,0.19765949289856777,0.22867266334750835,0.3044823494210241,0.35089419378745473,0.23664197420288519,0.2515887595153824,0.35122334010482925,0.18903918900433705,0.21521903862928965,0.16172447669835494,0.3230876237600436,0.00013752352956232283,0.0006832018610295561
"Triticale, conventionnel, moyenne nationale, aliments pour animaux, à la ferme, production / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.19435315671628303,0.3363619204634286,0.10059903178267209,0.30693373882317826,0.18352024497239755,0.22119740967765486,0.468618446741531,0.49704028995314653,0.22892354419877775,0.11782562510177191,0.4456528259944076,0.03493242718645757,0.28978343377818494,0.24926240383025655,0.4040937261773384,0.00017923503797345384,0.000370025033110543
"Orge d'hiver, conventionnel, qualité malterie, alimentation animale, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.14628872516992325,0.23114041842804897,0.07964680029007375,0.2425257479007442,0.17872220942868894,0.20726269522183932,0.29882595374204324,0.317552894443849,0.21429830746813877,0.24559292393097226,0.31701651899778976,0.029722178380910583,0.18708017642103733,0.1494924449732642,0.304061614022116,0.00012917928599802744,0.0006412188385575283
"Orge fourragère d'hiver, conventionnel, aliments des animaux, à la ferme / FR U",conv,1,Agricultural\Plant production\Cereals\Transformation,0.1399685906691715,0.23277762304387545,0.07963063469907232,0.241912874664988,0.18616030253195562,0.2149768031790433,0.33249864909661464,0.32168466026897874,0.22230681558597554,0.13761842857187753,0.321352294717942,0.029583499046491147,0.18683151424641783,0.15027474464283314,0.29091314512223027,0.00012858332053841822,0.0006420872652488374
